date,tanks,tanks_increment,armored_fighting_vehicles,afv_increment,artillery_systems,artillery_increment,mlrs,mlrs_increment,air_defense_systems,air_defense_increment,aircraft,aircraft_increment,helicopters,helicopters_increment,uav,uav_increment,cruise_missiles,cruise_missiles_increment,ships,ships_increment,submarines,submarines_increment,vehicles_fuel_tanks,vehicles_increment,special_equipment,special_equipment_increment,personnel,personnel_increment
2022-10-14,2521,10,5172,5,1566,10,362,5,186,3,268,,240,,1199,17,316,,16,,,,3944,9,142,2,64300,500
2022-10-15,2524,3,5179,7,1582,16,365,3,186,,268,,242,2,1210,11,316,,16,,,,3951,7,142,,64700,400
2022-10-16,2529,5,5193,14,1589,7,365,,186,,268,,242,,1224,14,316,,16,,,,3959,8,143,1,65000,300
2022-10-17,2537,8,5205,12,1599,10,366,1,187,1,268,,242,,1241,17,316,,16,,,,3969,10,144,1,65320,320
2022-10-18,2548,11,5219,14,1622,23,372,6,188,1,268,,242,,1276,35,318,2,16,,,,3985,16,144,,65850,530
2022-10-19,2554,6,5235,16,1637,15,372,,189,1,269,1,242,,1286,10,323,5,16,,,,3999,14,146,2,66280,430
2022-10-20,2567,13,5255,20,1646,9,372,,189,,269,,243,1,1311,25,329,6,16,,,,4005,6,147,1,66650,370
2022-10-21,2573,6,5258,3,1648,2,372,,189,,269,,243,,1325,14,329,,16,,,,4006,1,147,,66750,100
2022-10-22,2579,6,5266,8,1653,5,373,1,189,,270,1,243,,1341,16,329,,16,,,,4021,15,148,1,67070,320
2022-10-23,2584,5,5284,18,1667,14,374,1,189,,270,,245,2,1361,20,350,21,16,,,,4039,18,148,,67470,400
2022-10-24,2590,6,5295,11,1673,6,375,1,189,,270,,245,,1370,9,350,,16,,,,4044,5,149,1,67940,470
2022-10-25,2611,21,5321,26,1674,1,377,2,190,1,271,1,248,3,1372,2,350,,16,,,,4054,10,149,,68420,480
2022-10-26,2628,17,5351,30,1686,12,379,2,192,2,271,,248,,1379,7,350,,16,,,,4076,22,149,,68900,480
2022-10-27,2631,3,5364,13,1690,4,379,,192,,271,,249,1,1398,19,351,1,16,,,,4078,2,150,1,69220,320
2022-10-28,2640,9,5378,14,1698,8,379,,192,,272,1,251,2,1401,3,351,,16,,,,4088,10,151,1,69700,480
2022-10-29,2659,19,5401,23,1708,10,380,1,195,3,273,1,252,1,1406,5,351,,16,,,,4107,19,152,1,70250,550
2022-10-30,2672,13,5453,52,1724,16,383,3,197,2,274,1,252,,1412,6,352,1,16,,,,4120,13,154,2,71200,950
2022-10-31,2686,14,5485,32,1728,4,383,,197,,275,1,253,1,1413,1,352,,16,,,,4128,8,154,,71820,620
2022-11-01,2698,12,5501,16,1730,2,383,,197,,276,1,257,4,1415,2,397,45,16,,,,4143,15,154,,72470,650
2022-11-02,2714,16,5525,24,1733,3,387,4,198,1,277,1,258,1,1438,23,397,,16,,,,4153,10,154,,73270,800
2022-11-03,2734,20,5552,27,1755,22,390,3,198,,277,,258,,1442,4,397,,16,,,,4162,9,155,1,74000,730
2022-11-04,2750,16,5580,28,1772,17,391,1,201,3,277,,258,,1450,8,397,,16,,,,4174,12,155,,74840,840
2022-11-05,2758,8,5601,21,1776,4,391,,202,1,277,,260,2,1462,12,399,2,16,,,,4184,10,155,,75440,600
2022-11-06,2765,7,5611,10,1781,5,391,,202,,277,,260,,1465,3,399,,16,,,,4191,7,155,,75930,490
2022-11-07,2771,6,5630,19,1782,1,391,,202,,277,,260,,1472,7,399,,16,,,,4199,8,157,2,76460,530
2022-11-08,2786,15,5654,24,1791,9,391,,203,1,278,1,260,,1476,4,399,,16,,,,4216,17,159,2,77170,710
2022-11-09,2801,15,5666,12,1802,11,393,2,205,2,278,,260,,1483,7,399,,16,,,,4227,11,159,,77950,780
2022-11-10,2804,3,5682,16,1805,3,393,,205,,278,,260,,1499,16,399,,16,,,,4242,15,159,,78690,740
2022-11-11,2814,10,5696,14,1817,12,393,,205,,278,,261,1,1505,6,399,,16,,,,4259,17,159,,79400,710
2022-11-12,2838,24,5730,34,1829,12,393,,205,,278,,261,,1506,1,399,,16,,,,4279,20,160,1,80210,810
2022-11-13,2840,2,5742,12,1837,8,393,,206,1,278,,261,,1507,1,399,,16,,,,4295,16,160,,80860,650
2022-11-14,2848,8,5748,6,1839,2,393,,206,,278,,261,,1509,2,399,,16,,,,4316,21,160,,81370,510
2022-11-15,2861,13,5773,25,1850,11,393,,208,2,278,,261,,1511,2,399,,16,,,,4351,35,160,,82080,710
2022-11-16,2871,10,5797,24,1860,10,393,,209,1,278,,261,,1525,14,474,75,16,,,,4360,9,160,,82710,630
2022-11-17,2878,7,5804,7,1860,,393,,209,,278,,261,,1531,6,474,,16,,,,4362,2,160,,83110,400
2022-11-18,2879,1,5808,4,1865,5,393,,209,,278,,261,,1536,5,480,6,16,,,,4366,4,161,1,83460,350
2022-11-19,2885,6,5815,7,1867,2,393,,209,,278,,261,,1536,,480,,16,,,,4368,2,161,,83880,420
2022-11-20,2886,1,5817,2,1868,1,393,,209,,278,,261,,1537,1,480,,16,,,,4371,3,161,,84210,330
2022-11-21,2892,6,5822,5,1870,2,393,,209,,278,,261,,1537,,480,,16,,,,4378,7,161,,84600,390
2022-11-22,2895,3,5827,5,1882,12,395,2,209,,278,,261,,1537,,480,,16,,,,4393,15,161,,85000,400
2022-11-23,2897,2,5832,5,1887,5,395,,209,,278,,261,,1537,,480,,16,,,,4396,3,161,,85410,410
2022-11-24,2898,1,5839,7,1889,2,395,,209,,278,,261,,1547,10,531,51,16,,,,4400,4,161,,85720,310
2022-11-25,2899,1,5844,5,1895,6,395,,209,,278,,261,,1553,6,531,,16,,,,4404,4,163,2,86150,430
2022-11-26,2901,2,5848,4,1896,1,395,,209,,278,,261,,1554,1,531,,16,,,,4406,2,163,,86710,560
2022-11-27,2905,4,5856,8,1897,1,395,,209,,278,,261,,1555,1,531,,16,,,,4412,6,163,,87310,600
2022-11-28,2908,3,5861,5,1899,2,395,,209,,278,,261,,1555,,531,,16,,,,4416,4,163,,87900,590
2022-11-29,2911,3,5866,5,1901,2,395,,209,,280,2,261,,1555,,531,,16,,,,4423,7,163,,88380,480
2022-11-30,2914,3,5872,6,1902,1,395,,210,1,280,,261,,1562,7,531,,16,,,,4429,6,163,,88880,500
2022-12-01,2915,1,5877,5,1904,2,395,,210,,280,,261,,1562,,531,,16,,,,4441,12,163,,89440,560
2022-12-02,2916,1,5883,6,1905,1,395,,210,,280,,262,1,1564,2,531,,16,,,,4464,23,163,,90090,650
2022-12-03,2917,1,5886,3,1906,1,395,,210,,280,,263,1,1572,8,531,,16,,,,4472,8,163,,90600,510
2022-12-04,2922,5,5892,6,1908,2,395,,210,,281,1,263,,1573,1,531,,16,,,,4479,7,163,,91150,550
2022-12-05,2924,2,5900,8,1914,6,395,,211,1,281,,264,1,1582,9,531,,16,,,,4497,18,163,,91690,540
2022-12-06,2929,5,5905,5,1915,1,395,,211,,281,,264,,1587,5,592,61,16,,,,4505,8,163,,92200,510
2022-12-07,2935,6,5909,4,1923,8,395,,211,,281,,264,,1601,14,592,,16,,,,4526,21,163,,92740,540
2022-12-08,2937,2,5911,2,1925,2,395,,211,,281,,264,,1603,2,592,,16,,,,4528,2,164,1,93080,340
2022-12-09,2937,,5912,1,1926,1,395,,211,,281,,264,,1603,,592,,16,,,,4531,3,164,,93390,310
2022-12-10,2940,3,5917,5,1927,1,397,2,211,,281,,264,,1603,,592,,16,,,,4535,4,167,3,93760,370
2022-12-11,2942,2,5920,3,1928,1,397,,211,,281,,264,,1613,10,592,,16,,,,4540,5,167,,94140,380
2022-12-12,2966,24,5928,8,1929,1,397,,211,,281,,264,,1617,4,592,,16,,,,4544,4,169,2,94760,620
2022-12-13,2966,,5930,2,1931,2,404,7,211,,281,,264,,1617,,592,,16,,,,4549,5,170,1,95260,500
2022-12-14,2970,4,5937,7,1931,,404,,211,,281,,264,,1617,,592,,16,,,,4562,13,171,1,96000,740
2022-12-15,2975,5,5946,9,1943,12,406,2,211,,281,,264,,1644,27,592,,16,,,,4563,1,172,1,96590,590
2022-12-16,2980,5,5952,6,1946,3,410,4,211,,281,,264,,1648,4,592,,16,,,,4563,,172,,97270,680
2022-12-17,2985,5,5958,6,1947,1,410,,211,,281,,264,,1648,,653,61,16,,,,4577,14,174,2,97690,420
2022-12-18,2987,2,5963,5,1948,1,410,,211,,281,,264,,1649,1,653,,16,,,,4579,2,174,,98280,590
2022-12-19,2988,1,5969,6,1953,5,410,,212,1,281,,264,,1657,8,653,,16,,,,4592,13,175,1,98800,520
2022-12-20,2995,7,5974,5,1960,7,410,,212,,281,,266,2,1680,23,653,,16,,,,4599,7,177,2,99230,430
2022-12-21,3002,7,5979,5,1972,12,412,2,212,,282,1,267,1,1688,8,653,,16,,,,4608,9,178,1,99740,510
2022-12-22,3003,1,5981,2,1978,6,413,1,212,,283,1,267,,1693,5,653,,16,,,,4615,7,178,,100400,660
2022-12-23,3005,2,5986,5,1984,6,414,1,212,,283,,267,,1698,5,653,,16,,,,4622,7,178,,100950,550
2022-12-24,3006,1,5994,8,1988,4,418,4,212,,283,,267,,1706,8,653,,16,,,,4627,5,178,,101430,480
2022-12-25,3011,5,6010,16,1991,3,418,,212,,283,,267,,1706,,653,,16,,,,4635,8,178,,102050,620
2022-12-26,3016,5,6017,7,1996,5,418,,212,,283,,267,,1707,1,653,,16,,,,4647,12,178,,102600,550
2022-12-27,3016,,6024,7,1998,2,418,,212,,283,,267,,1707,,653,,16,,,,4652,5,179,1,103220,620
2022-12-28,3017,1,6037,13,1999,1,418,,212,,283,,267,,1707,,653,,16,,,,4660,8,179,,103770,550
2022-12-29,3018,1,6047,10,2004,5,423,5,212,,283,,268,1,1717,10,653,,16,,,,4675,15,179,,104560,790
2022-12-30,3026,8,6059,12,2010,6,423,,212,,283,,268,,1740,23,711,58,16,,,,4683,8,180,1,105250,690
2022-12-31,3029,3,6075,16,2016,6,423,,213,1,283,,269,1,1746,6,711,,16,,,,4707,24,180,,105960,710
2023-01-01,3031,2,6084,9,2021,5,423,,213,,283,,269,,1792,46,723,12,16,,,,4720,13,181,1,106720,760
2023-01-02,3031,,6093,9,2027,6,423,,213,,283,,269,,1836,44,723,,16,,,,4725,5,181,,107440,720
2023-01-03,3036,5,6100,7,2033,6,424,1,214,1,283,,270,1,1839,3,723,,16,,,,4735,10,181,,108190,750
2023-01-04,3038,2,6106,6,2039,6,424,,215,1,283,,270,,1842,3,723,,16,,,,4745,10,181,,108910,720
2023-01-05,3041,3,6108,2,2051,12,426,2,215,,284,1,271,1,1844,2,723,,16,,,,4759,14,182,1,109720,810
2023-01-06,3064,23,6124,16,2059,8,431,5,215,,285,1,272,1,1844,,723,,16,,,,4797,38,182,,110250,530
2023-01-07,3066,2,6125,1,2062,3,431,,217,2,285,,272,,1844,,723,,16,,,,4798,1,182,,110740,490
2023-01-08,3069,3,6130,5,2065,3,431,,217,,285,,272,,1849,5,723,,16,,,,4801,3,183,1,111170,430
2023-01-09,3080,11,6147,17,2069,4,434,3,217,,285,,275,3,1856,7,723,,16,,,,4809,8,183,,111760,590
2023-01-10,3084,4,6154,7,2073,4,434,,217,,285,,275,,1860,4,723,,17,1,,,4817,8,183,,112470,710
2023-01-11,3094,10,6159,5,2078,5,437,3,217,,285,,275,,1862,2,723,,17,,,,4826,9,184,1,112960,490
2023-01-12,3094,,6159,,2082,4,437,,218,1,285,,276,1,1865,3,723,,17,,,,4826,,184,,113390,430
2023-01-13,3098,4,6167,8,2086,4,437,,218,,286,1,276,,1865,,723,,17,,,,4833,7,184,,114130,740
2023-01-14,3104,6,6173,6,2090,4,437,,219,1,286,,276,,1867,2,723,,17,,,,4846,13,186,2,114660,530
2023-01-15,3106,2,6183,10,2094,4,437,,219,,286,,276,,1872,5,749,26,17,,,,4846,,187,1,115290,630
2023-01-16,3118,12,6204,21,2099,5,438,1,220,1,286,,276,,1872,,749,,17,,,,4870,24,190,3,116080,790
2023-01-17,3121,3,6215,11,2104,5,441,3,220,,286,,276,,1872,,749,,17,,,,4877,7,190,,116950,870
2023-01-18,3130,9,6225,10,2108,4,442,1,220,,287,1,276,,1876,4,749,,17,,,,4889,12,190,,117770,820
2023-01-19,3136,6,6235,10,2122,14,442,,220,,287,,277,1,1882,6,749,,17,,,,4896,7,190,,118530,760
2023-01-20,3139,3,6241,6,2129,7,442,,220,,287,,277,,1886,4,749,,17,,,,4903,7,190,,119300,770
2023-01-21,3140,1,6256,15,2135,6,443,1,220,,287,,277,,1891,5,749,,17,,,,4918,15,193,3,120160,860
2023-01-22,3145,5,6268,12,2144,9,445,2,220,,287,,277,,1892,1,749,,17,,,,4932,14,193,,120760,600
2023-01-23,3150,5,6276,8,2146,2,447,2,220,,287,,277,,1894,2,749,,18,1,,,4936,4,193,,121480,720
2023-01-24,3152,2,6284,8,2148,2,448,1,220,,289,2,281,4,1897,3,749,,18,,,,4944,8,194,1,122170,690
2023-01-25,3161,9,6307,23,2154,6,450,2,220,,290,1,281,,1902,5,749,,18,,,,4967,23,194,,123080,910
2023-01-26,3175,14,6334,27,2169,15,452,2,220,,292,2,282,1,1908,6,749,,18,,,,4986,19,195,1,123860,780
2023-01-27,3182,7,6340,6,2180,11,452,,221,1,292,,283,1,1941,33,796,47,18,,,,5001,15,199,4,124710,850
2023-01-28,3189,7,6344,4,2188,8,453,1,221,,293,1,284,1,1947,6,796,,18,,,,5027,26,199,,125510,800
2023-01-29,3197,8,6366,22,2195,7,453,,221,,293,,284,,1947,,796,,18,,,,5037,10,199,,126160,650
2023-01-30,3201,4,6369,3,2196,1,453,,221,,293,,284,,1947,,796,,18,,,,5041,4,199,,126650,490
2023-01-31,3201,,6378,9,2197,1,454,1,221,,293,,284,,1951,4,796,,18,,,,5048,7,200,1,127500,850
2023-02-01,3209,8,6382,4,2207,10,458,4,221,,293,,284,,1951,,796,,18,,,,5061,13,200,,128420,920
2023-02-02,3211,2,6382,,2212,5,458,,222,1,293,,284,,1951,,796,,18,,,,5064,3,200,,129030,610
2023-02-03,3215,4,6388,6,2215,3,460,2,222,,294,1,284,,1952,1,796,,18,,,,5068,4,202,2,129870,840
2023-02-04,3218,3,6394,6,2220,5,460,,225,3,294,,284,,1956,4,796,,18,,,,5081,13,203,1,130590,720
2023-02-05,3220,2,6405,11,2226,6,460,,227,2,294,,284,,1958,2,796,,18,,,,5091,10,203,,131290,700
2023-02-06,3231,11,6415,10,2231,5,461,1,227,,294,,284,,1958,,796,,18,,,,5104,13,203,,132160,870
2023-02-07,3245,14,6443,28,2232,1,461,,227,,294,,284,,1958,,796,,18,,,,5107,3,208,5,133190,1030
2023-02-08,3253,8,6458,15,2236,4,461,,228,1,295,1,285,1,1961,3,796,,18,,,,5112,5,211,3,134100,910
2023-02-09,3255,2,6468,10,2244,8,463,2,232,4,295,,285,,1967,6,796,,18,,,,5121,9,211,,135010,910
2023-02-10,3258,3,6471,3,2251,7,463,,233,1,295,,286,1,1970,3,796,,18,,,,5126,5,211,,135740,730
2023-02-11,3267,9,6474,3,2270,19,463,,234,1,295,,286,,1997,27,857,61,18,,,,5134,8,214,3,136880,1140
2023-02-12,3280,13,6488,14,2287,17,465,2,234,,296,1,286,,2007,10,857,,18,,,,5148,14,215,1,137780,900
2023-02-13,3283,3,6492,4,2290,3,465,,234,,296,,286,,2007,,857,,18,,,,5150,2,217,2,138340,560
2023-02-14,3286,3,6500,8,2299,9,466,1,234,,298,2,286,,2011,4,857,,18,,,,5155,5,218,1,139080,740
2023-02-15,3290,4,6507,7,2303,4,466,,236,2,298,,286,,2011,,857,,18,,,,5161,6,219,1,139770,690
2023-02-16,3296,6,6517,10,2306,3,466,,239,3,298,,287,1,2012,1,857,,18,,,,5167,6,219,,140460,690
2023-02-17,3298,2,6520,3,2322,16,467,1,241,2,298,,287,,2013,1,871,14,18,,,,5187,20,221,2,141260,800
2023-02-18,3303,5,6533,13,2326,4,469,2,243,2,298,,287,,2016,3,871,,18,,,,5196,9,223,2,142270,1010
2023-02-19,3310,7,6545,12,2327,1,469,,243,,298,,287,,2016,,873,2,18,,,,5196,,224,1,142860,590
2023-02-20,3316,6,6553,8,2334,7,471,2,243,,299,1,287,,2018,2,873,,18,,,,5209,13,225,1,143680,820
2023-02-21,3326,10,6562,9,2338,4,471,,243,,299,,287,,2023,5,873,,18,,,,5210,1,226,1,144440,760
2023-02-22,3334,8,6569,7,2345,7,471,,243,,299,,287,,2026,3,873,,18,,,,5212,2,226,,145060,620
2023-02-23,3350,16,6593,24,2352,7,471,,244,1,299,,287,,2029,3,873,,18,,,,5215,3,228,2,145850,790
2023-02-24,3363,13,6600,7,2363,11,474,3,247,3,299,,287,,2033,4,873,,18,,,,5224,9,229,1,146820,970
2023-02-25,3375,12,6609,9,2373,10,475,1,247,,299,,288,1,2035,2,873,,18,,,,5235,11,230,1,147470,650
2023-02-26,3381,6,6615,6,2380,7,475,,247,,299,,288,,2037,2,873,,18,,,,5242,7,230,,148130,660
2023-02-27,3385,4,6621,6,2380,,475,,247,,300,1,288,,2048,11,873,,18,,,,5248,6,230,,148690,560
2023-02-28,3388,3,6630,9,2383,3,478,3,247,,300,,288,,2051,3,873,,18,,,,5252,4,230,,149240,550
2023-03-01,3395,7,6638,8,2393,10,479,1,247,,300,,288,,2055,4,873,,18,,,,5257,5,230,,149890,650
2023-03-02,3397,2,6658,20,2398,5,480,1,247,,300,,288,,2058,3,873,,18,,,,5264,7,230,,150605,715
2023-03-03,3405,8,6673,15,2402,4,484,4,247,,301,1,289,1,2061,3,873,,18,,,,5281,17,230,,151370,765
2023-03-04,3409,4,6683,10,2414,12,487,3,247,,302,1,289,,2066,5,873,,18,,,,5289,8,230,,152190,820
2023-03-05,3414,5,6692,9,2426,12,488,1,248,1,302,,289,,2071,5,873,,18,,,,5299,10,232,2,153120,930
2023-03-06,3423,9,6703,11,2433,7,488,,250,2,302,,289,,2086,15,873,,18,,,,5307,8,234,2,153770,650
2023-03-07,3432,9,6714,11,2456,23,488,,253,3,303,1,289,,2095,9,873,,18,,,,5323,16,236,2,154830,1060
2023-03-08,3436,4,6723,9,2463,7,488,,253,,303,,289,,2098,3,873,,18,,,,5330,7,236,,155530,700
2023-03-09,3441,5,6736,13,2465,2,488,,254,1,303,,289,,2098,,873,,18,,,,5331,1,237,1,156120,590
2023-03-10,3448,7,6742,6,2475,10,491,3,256,2,304,1,289,,2107,9,907,34,18,,,,5337,6,240,3,156990,870
2023-03-11,3458,10,6762,20,2483,8,493,2,257,1,304,,289,,2108,1,907,,18,,,,5344,7,242,2,158000,1010
2023-03-12,3466,8,6769,7,2487,4,493,,259,2,304,,289,,2108,,907,,18,,,,5348,4,242,,159090,1090
2023-03-13,3474,8,6774,5,2503,16,493,,259,,304,,289,,2109,1,907,,18,,,,5354,6,251,9,159800,710
2023-03-14,3484,10,6789,15,2519,16,495,2,260,1,304,,289,,2120,11,907,,18,,,,5367,13,256,5,160540,740
2023-03-15,3492,8,6799,10,2528,9,502,7,262,2,304,,289,,2132,12,907,,18,,,,5377,10,257,1,161520,980
2023-03-16,3504,12,6810,11,2539,11,503,1,265,3,305,1,289,,2145,13,907,,18,,,,5394,17,257,,162560,1040
2023-03-17,3506,2,6823,13,2552,13,504,1,265,,305,,290,1,2145,,907,,18,,,,5401,7,258,1,163320,760
2023-03-18,3511,5,6830,7,2560,8,506,2,265,,305,,290,,2159,14,907,,18,,,,5404,3,259,1,164200,880
2023-03-19,3532,21,6853,23,2568,8,507,1,268,3,305,,290,,2159,,907,,18,,,,5408,4,262,3,164910,710
2023-03-20,3537,5,6869,16,2577,9,507,,270,2,305,,290,,2160,1,907,,18,,,,5416,8,265,3,165610,700
2023-03-21,3552,15,6879,10,2586,9,507,,270,,305,,290,,2167,7,907,,18,,,,5428,12,266,1,166570,960
2023-03-22,3557,5,6887,8,2589,3,509,2,272,2,305,,290,,2183,16,909,2,18,,,,5434,6,270,4,167490,920
2023-03-23,3570,13,6898,11,2608,19,511,2,273,1,305,,290,,2203,20,909,,18,,,,5452,18,273,3,168150,660
2023-03-24,3574,4,6921,23,2616,8,511,,276,3,305,,290,,2208,5,911,2,18,,,,5464,12,277,4,169170,1020
2023-03-25,3580,6,6932,11,2623,7,520,9,276,,305,,291,1,2214,6,911,,18,,,,5483,19,279,2,169890,720
2023-03-26,3595,15,6947,15,2631,8,522,2,277,1,305,,291,,2216,2,911,,18,,,,5486,3,282,3,170550,660
2023-03-27,3595,,6953,6,2638,7,523,1,277,,305,,291,,2216,,911,,18,,,,5493,7,285,3,171160,610
2023-03-28,3602,7,6966,13,2653,15,525,2,277,,305,,291,,2235,19,911,,18,,,,5502,9,287,2,171730,570
2023-03-29,3609,7,6966,,2659,6,526,1,277,,306,1,291,,2239,4,911,,18,,,,5507,5,288,1,172340,610
2023-03-30,3610,1,6974,8,2671,12,526,,278,1,306,,291,,2239,,911,,18,,,,5518,11,291,3,172900,560
2023-03-31,3615,5,6977,3,2675,4,526,,278,,306,,291,,2248,9,911,,18,,,,5521,3,294,3,173360,460
2023-04-01,3616,1,6981,4,2683,8,527,1,279,1,306,,291,,2248,,911,,18,,,,5528,7,296,2,173990,630
2023-04-02,3618,2,6986,5,2687,4,527,,279,,306,,291,,2249,1,911,,18,,,,5537,9,296,,174550,560
2023-04-03,3619,1,6993,7,2694,7,527,,280,1,306,,291,,2262,13,911,,18,,,,5553,16,298,2,175160,610
2023-04-04,3627,8,6999,6,2697,3,528,1,280,,306,,291,,2277,15,911,,18,,,,5562,9,298,,175690,530
2023-04-05,3629,2,7005,6,2707,10,532,4,280,,306,,291,,2283,6,911,,18,,,,5573,11,299,1,176240,550
2023-04-06,3631,2,7013,8,2714,7,532,,281,1,306,,292,1,2287,4,911,,18,,,,5574,1,302,3,176630,390
2023-04-07,3633,2,7016,3,2722,8,533,1,281,,306,,292,,2291,4,911,,18,,,,5587,13,304,2,177110,480
2023-04-08,3636,3,7020,4,2727,5,533,,282,1,307,1,292,,2298,7,911,,18,,,,5599,12,304,,177680,570
2023-04-09,3636,,7024,4,2740,13,533,,282,,307,,292,,2312,14,911,,18,,,,5602,3,309,5,178150,470
2023-04-10,3637,1,7028,4,2750,10,534,1,282,,307,,292,,2323,11,911,,18,,,,5607,5,311,2,178820,670
2023-04-11,3644,7,7038,10,2765,15,535,1,282,,307,,293,1,2332,9,911,,18,,,,5620,13,316,5,179320,500
2023-04-12,3646,2,7043,5,2770,5,535,,282,,307,,293,,2334,2,911,,18,,,,5630,10,319,3,180050,730
2023-04-13,3646,,7053,10,2777,7,535,,283,1,307,,293,,2339,5,911,,18,,,,5637,7,320,1,180590,540
2023-04-14,3650,4,7069,16,2784,7,535,,283,,307,,293,,2339,,911,,18,,,,5640,3,321,1,181090,500
2023-04-15,3653,3,7073,4,2785,1,535,,283,,307,,293,,2339,,911,,18,,,,5646,6,324,3,181550,460
2023-04-16,3657,4,7083,10,2795,10,538,3,284,1,308,1,293,,2339,,911,,18,,,,5658,12,326,2,182070,520
2023-04-17,3660,3,7087,4,2804,9,538,,285,1,308,,293,,2347,8,911,,18,,,,5672,14,328,2,182660,590
2023-04-18,3661,1,7098,11,2810,6,538,,285,,308,,293,,2353,6,911,,18,,,,5676,4,330,2,183130,470
2023-04-19,3665,4,7110,12,2819,9,538,,285,,308,,293,,2376,23,911,,18,,,,5692,16,330,,183750,620
2023-04-20,3667,2,7120,10,2825,6,539,1,285,,308,,293,,2386,10,911,,18,,,,5707,15,332,2,184420,670
2023-04-21,3668,1,7126,6,2827,2,539,,285,,308,,293,,2394,8,911,,18,,,,5713,6,334,2,185050,630
2023-04-22,3672,4,7130,4,2832,5,539,,289,4,308,,293,,2398,4,911,,18,,,,5718,5,337,3,185730,680
2023-04-23,3675,3,7131,1,2837,5,539,,289,,308,,294,1,2402,4,911,,18,,,,5730,12,339,2,186420,690
2023-04-24,3683,8,7139,8,2849,12,539,,289,,308,,294,,2413,11,911,,18,,,,5753,23,339,,187080,660
2023-04-25,3688,5,7151,12,2863,14,539,,291,2,308,,294,,2437,24,911,,18,,,,5784,31,345,6,187770,690
2023-04-26,3692,4,7162,11,2877,14,539,,292,1,308,,294,,2440,3,911,,18,,,,5792,8,352,7,188410,640
2023-04-27,3694,2,7178,16,2887,10,542,3,293,1,308,,294,,2461,21,911,,18,,,,5805,13,352,,188920,510
2023-04-28,3694,,7181,3,2905,18,543,1,294,1,308,,294,,2467,6,911,,18,,,,5819,14,353,1,189460,540
2023-04-29,3697,3,7184,3,2908,3,543,,294,,308,,294,,2471,4,932,21,18,,,,5836,17,355,2,190040,580
2023-04-30,3699,2,7189,5,2914,6,544,1,295,1,308,,294,,2475,4,932,,18,,,,5842,6,357,2,190510,470
2023-05-01,3700,1,7192,3,2921,7,544,,295,,308,,294,,2476,1,932,,18,,,,5845,3,359,2,190960,450
2023-05-02,3701,1,7193,1,2930,9,544,,298,3,308,,294,,2477,1,947,15,18,,,,5851,6,360,1,191420,460
2023-05-03,3702,1,7199,6,2946,16,544,,300,2,308,,294,,2505,28,947,,18,,,,5865,14,363,3,191940,520
2023-05-04,3707,5,7216,17,2962,16,547,3,304,4,308,,294,,2523,18,947,,18,,,,5886,21,370,7,192590,650
2023-05-05,3710,3,7224,8,2978,16,550,3,304,,308,,294,,2540,17,947,,18,,,,5916,30,373,3,193210,620
2023-05-06,3717,7,7238,14,2992,14,552,2,306,2,308,,294,,2554,14,947,,18,,,,5936,20,375,2,193770,560
2023-05-07,3723,6,7248,10,3010,18,554,2,306,,308,,294,,2572,18,947,,18,,,,5952,16,380,5,194430,660
2023-05-08,3730,7,7253,5,3018,8,554,,306,,308,,294,,2614,42,947,,18,,,,5958,6,384,4,194970,540
2023-05-09,3734,4,7257,4,3031,13,554,,307,1,308,,294,,2618,4,955,8,18,,,,5969,11,388,4,195620,650
2023-05-10,3736,2,7275,18,3039,8,555,1,308,1,308,,294,,2624,6,970,15,18,,,,5974,5,389,1,196310,690
2023-05-11,3740,4,7287,12,3053,14,557,2,310,2,308,,294,,2627,3,970,,18,,,,5984,10,391,2,196920,610
2023-05-12,3745,5,7295,8,3068,15,559,2,312,2,308,,294,,2636,9,970,,18,,,,5996,12,393,2,197670,750
2023-05-13,3751,6,7307,12,3095,27,561,2,314,2,308,,294,,2665,29,970,,18,,,,6011,15,402,9,198260,590
2023-05-14,3756,5,7325,18,3116,21,562,1,314,,308,,294,,2696,31,970,,18,,,,6018,7,404,2,198880,620
2023-05-15,3759,3,7336,11,3137,21,562,,316,2,308,,294,,2720,24,973,3,18,,,,6034,16,407,3,199460,580
2023-05-16,3762,3,7348,12,3150,13,562,,316,,308,,294,,2732,12,973,,18,,,,6048,14,410,3,199980,520
2023-05-17,3771,9,7365,17,3166,16,562,,318,2,308,,294,,2748,16,982,9,18,,,,6067,19,417,7,200590,610
2023-05-18,3773,2,7373,8,3198,32,563,1,318,,308,,294,,2759,11,990,8,18,,,,6073,6,418,1,201100,510
2023-05-19,3777,4,7377,4,3210,12,564,1,319,1,308,,294,,2769,10,1011,21,18,,,,6083,10,419,1,201760,660
2023-05-20,3781,4,7382,5,3229,19,564,,325,6,308,,294,,2801,32,1011,,18,,,,6103,20,423,4,202430,670
2023-05-21,3783,2,7398,16,3258,29,564,,327,2,308,,294,,2822,21,1011,,18,,,,6115,12,425,2,203160,730
2023-05-22,3785,2,7407,9,3278,20,565,1,327,,309,1,294,,2830,8,1011,,18,,,,6129,14,427,2,203880,720
2023-05-23,3789,4,7419,12,3318,40,565,,327,,309,,295,1,2864,34,1015,4,18,,,,6139,10,433,6,204360,480
2023-05-24,3792,3,7424,5,3339,21,570,5,327,,309,,296,1,2871,7,1015,,18,,,,6146,7,440,7,204760,400
